Configuration,Address,Name,Description,Area,Area type,Price,Price Unit,No of Bathroom
3 BHK,"New Shivalik Nagar, Haridwar","New Shivalik Nagar, Haridwar","I am looking for buyer to purchase house/villa semi furnished available for sale in tehri visthapit colony near 40 bn pac haridwar. Available at price of rs 9500000. It has built up area of 2600 sqft. It has 3 bhk, 3 bathroom, 1 balcony.It is a freehold property","2,600 sqft",Built-up Area,₹95 Lac,"₹3,653 /sqft",3
3 BHK,"Near 40BN PAC Ranipur, Haridwar",Tehri visthapit Colony,New villa ready to move for sale my contact number,"1,065 sqft",Plot Area,₹95 Lac,"₹5,588 /sqft",3
3 BHK,"Sidcul , Haridwar",KRISHNA VIHAR COLONY,"Interested to sell independent house/villa.Placed at sidcul .Nice semifurnished enhancing decorit has spacious 5 rooms and 3 bathrooms at ground floor. 4 rooms 2 bathroom at first floor. .3300 sq.Ft.(Builtup area) , 1360 sq.Ft.(Plot area) is the area of the propertywant to sell it for 58 lac.It is a 8 years old construction located in prime location","1,360 sqft",Plot Area,₹85 Lac,"₹6,250 /sqft",5
1 BHK,"Haripur Kalan, Haridwar",geeta,"This property is located near shanti kunj. 
Its located on haridwar and rishikesh highway. Har ki pauri is 5 min from here. It at prime location. This is gated society and security gaurd is always there.",415 sqft,Built-up Area,₹26 Lac,"₹6,500 /sqft",1
Plot/Land,"Gaindi Khata, Haridwar","Gaindi Khata, Haridwar","Approx 1 km from kotdwar (Najibabad)-Haridwar high way.
Good schools and hospitals are 2-5 km distance. 
Haridwar main city, railway station is only on 20 km distance.","1,962 sqft",Plot Area,₹16.35 Lac,₹833 /sqft,0
Plot/Land,"Gaindi Khata, Haridwar","Gaindi Khata, Haridwar","Approx 1 km from kotdwar (Najibabad)-Haridwar high way.
Good schools and hospitals are 2-5 km distance. 
Haridwar main city, railway station is only on 20 km distance.",900 sqft,Plot Area,₹8.18 Lac,₹833 /sqft,0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","To build a splendid residence, this plot in suman nagar, haridwar is the best fit for you. This 854 sq.Ft. Super built up area plot is your opportunity to build a exceptional residence. Possession of land can be secured immediately. The property is owned under freehold contract. The plot is available at a price of 6.5 lac. The owner is open for negotiation. This property is located very close t...",854 sqft,Plot Area,₹5.55 Lac,₹650 /sqft,0
2 BHK,"Suman Nagar, Haridwar",Maa Raj Rajeshwari,Residential apartment for sell.Located in suman nagar.The property has 2 bedrooms with 1 bathroom .Available at an expected price of rs 1350000.Located on ground floor out of the 5 the property comes with a good construction quality which ages 0-1 years old property,540 sqft,Carpet Area,₹13.5 Lac,"₹2,500 /sqft",1
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","It is located in suman nagar, fadrabad haridwar","2,080 sqft",Plot Area,₹9 Lac,₹432 /sqft,0
Plot/Land,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar",Ready for industrial estate in uttarakhand,"2,526,479 sqft",Plot Area,₹7.5 Cr,₹30 /sqft,0
Plot/Land,"Motichur, Haridwar","Motichur, Haridwar","Opposite shantikunj haridwar, 100 metres from nh 34","1,000 sqft",Plot Area,₹15 Lac,"₹1,500 /sqft",0
4 BHK,"Arya Nagar, Haridwar","Arya Nagar, Haridwar","Property in the city centre, near ganga ji, walking distance from the main road, very near to railway station, bus station, school, hospital, market.
Urgent sale","1,000 sqft",Plot Area,₹59 Lac,"₹6,000 /sqft",2
3 BHK,"Roshanabad, Haridwar","Navodaya nagar, Rosanabaad","I want to sell urgent, i am going to other place for job so i want selling this",620 sqft,Plot Area,₹22 Lac,"₹3,548 /sqft",1
3 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,"Modular kitchen
Wardrobes and extra wardrobe too","1,700 sqft",Super Built-up Area,₹62 Lac,"₹3,647 /sqft",3
5 BHK,"Sidcul , Haridwar","Sidcul , Haridwar","Very near to school, market, hospital. Near to dm office, rto office, kutchery, ssp office, sidcul",900 sqft,Plot Area,₹42 Lac,"₹4,444 /sqft",2
2 BHK,"Kankhal, Haridwar","Kankhal, Haridwar",Situated near by harihar ashram and rkms hospital. Surrounded with dense vegetation.,800 sqft,Super Built-up Area,₹25 Lac,"₹3,125 /sqft",1
2 BHK,"Suman Nagar, Haridwar",AV Suman Nagar THDC Colony,Makan 1200000 me hardware bhadrabad,450 sqft,Plot Area,₹12 Lac,"₹2,000 /sqft",1
Plot/Land,"Haripur Kalan, Haridwar","Haripur Kalan, Haridwar","I have a land available for sale in haripur kalan, haridwar. Available at price of rs 4000000. It has plot area of 900 sqft. It is a freehold property",900 sqft,Plot Area,₹40 Lac,"₹4,444 /sqft",0
4 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","4 bedrooms with attached toilet & bath and proper spacious room(12*12 ) and one room size is (14*13) ,proper spacious area in our vernada. 
Its locality is very good and user friendly enviornment.","1,250 sqft",Plot Area,₹71 Lac,"₹5,680 /sqft",4
5 BHK,"Arya Nagar, Haridwar","Arya Nagar, Haridwar","Indipendent house for sale in haridwar, near ganga ji, it's very closed to market, hospital, school bus and railway station, only 2 km from har ke paudi
Villa in the heart of the city, 
 94 eighty 69 four two 27. 
Demand price is only for land value.","1,000 sqft",Plot Area,₹59 Lac,"₹6,000 /sqft",3
Plot/Land,"Bhupatwala, Haridwar",Shyam Lok Colony,"Opposite park , behind rajaji national park , 20 mnts to rishikesh and 30 mnts to jolly grant airport","1,100 sqft",Plot Area,₹60 Lac,"₹5,454 /sqft",0
4 BHK,"Rawali Mahdood, Haridwar","Rawali Mahdood, Haridwar",It's totally constructed property. Want to sell immediately,900 sqft,Plot Area,₹23 Lac,"₹2,555 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar","This plot is situated in opposite crystal word, near patanjali yogpeeth roorkee haridwar highway, plot area 150 sq. Yard ltype corner plot.","1,350 sqft",Plot Area,₹18 Lac,"₹1,333 /sqft",0
Plot/Land,"Opp. Crystal World, Near Patanjali Yogpith, Haridwar","Opp. Crystal World, Near Patanjali Yogpith, Haridwar","We have a land available for sale in patanjali yogpeeth, haridwar. Available at price of rs 25 lacs. It has plot area of 1350 sq ft. It is a freehold property","1,350 sqft",Plot Area,₹25 Lac,"₹1,851 /sqft",0
2 BHK,"Sidcul , Haridwar",densi chowk,"Are you planning to buy your dream home? You can consider this well-Built 2 bhk house for sale in sidcul, haridwar and make it your new address. The house has over super built up area of 640 sq.Ft. And comes with 2 bedrooms, 1 bathroom and 1 balcony. Being a ready to move house, you can expect immediate possession of this 0-1 year old property. The nature of ownership of this independent house ...",640 sqft,Plot Area,₹35 Lac,"₹5,468 /sqft",1
4 BHK,"Rawali Mahdood, Haridwar","Rawali Mahdood, Haridwar","It's a two story building where in the ground floor youll get 2 rooms, 1 washroom, kitchen, drawing room. One the first floor 1 room and washroom.",640 sqft,Plot Area,₹23 Lac,"₹3,593 /sqft",2
4 BHK,"Vivek Vihar, Haridwar",Vivek Vihar,"The property(Plot) is behind le grand hotel, in vivek vihar colony jwalapur haridwar. The property title is clean and can be transferred immediately.","3,188 sqft",Plot Area,₹5.73 Cr,"₹17,973 /sqft",4
2 BHK,"Kankhal, Haridwar","Kankhal, Haridwar","1 bath, semi-Furnished, 1st floor (Of 3), at kankhal location haridwar",740 sqft,Built-up Area,₹17 Lac,"₹2,297 /sqft",1
4 BHK,Gajiwali Haridwar,New Krishna Coloney,2 shope hai. East facing.Total no of rooms 8,"1,000 sqft",Plot Area,₹55 Lac,"₹5,500 /sqft",4
1 BHK,"Jwalapur, Haridwar",Kanak Nakshatra Vatika,Near patanjali and bhumanad hospital,605 sqft,Carpet Area,₹17 Lac,"₹2,809 /sqft",1
Plot/Land,"Shantikunj, Haridwar","Shantikunj, Haridwar",Govt approved hrda colony prime location near shantikunj haridwar.,"1,800 sqft",Plot Area,₹1.35 Cr,"₹7,500 /sqft",0
Plot/Land,"Rawali Mahdood, Haridwar","Rawali Mahdood, Haridwar",Residential land available for sell.Located in rawali mahdood.Available at an price of rs 1870000.,"1,100 sqft",Plot Area,₹18.7 Lac,"₹1,700 /sqft",0
3 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,Very nice and beautiful park facing full day sun light,"1,645 sqft",Super Built-up Area,₹75 Lac,"₹4,559 /sqft",3
2 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","Interested to sell independent house/villa.It is a 10  years old property constructionplaced at jwalapur.It has spacious 2 bedrooms and 1 bathroom. .Want to sell it for rs 3600000.Centrte of city, nearby market, hospital, schol, bus stand and everything .",800 sqft,Plot Area,₹36 Lac,"₹4,500 /sqft",1
Plot/Land,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar","I have a land available for sale in shivalik nagar, haridwar. Available at price of rs 15 lacs. It has plot area of 660 sq ft. It is a freehold property",660 sqft,Plot Area,₹15 Lac,"₹2,272 /sqft",0
2 BHK,"Bahadarabad, Haridwar",Eminent Aarogyam Apartments,"Near to har ki poudi, opposite crystal water park and multiple food cort beside pantanjali yogpeeth, very peaceful atmosphere, basement covered parking , moti mahal restaurant in side the society and 200 rooms hotel inside , swimming pool , gym , party halls , retails shops mandir and many more . Good for nris","1,100 sqft",Carpet Area,₹50 Lac,"₹4,545 /sqft",2
Plot/Land,Sidcul bypass Road haridwar,Lotus Ganga Phase-1,This plot is situated 200mtr away from sidcul bypass road and next to ashoka farm house and hero's gharaunda residential society near to denso chowk industrial area. This property is suitable for residential and commercial/rental purposes. This is a east facing plot.,"1,500 sqft",Plot Area,₹37.5 Lac,"₹2,500 /sqft",0
4 BHK,"Kankhal, Haridwar","Kankhal, Haridwar",Best in class property available at kankhal location in haridwar,"2,100 sqft",Built-up Area,₹1 Cr,"₹4,762 /sqft",4
Plot/Land,"Alipur Ibrahimpur Urf Ikk, Haridwar","Alipur Ibrahimpur Urf Ikk, Haridwar","I have a land available for sale in ranipur jhal, haridwar. Available at price of rs 20.8 lacs. It has plot area of 1600 sq ft. It is a freehold property","1,600 sqft",Plot Area,₹20.8 Lac,"₹1,300 /sqft",0
1 BHK,"Badheri Rajputan, Haridwar",Eminent Aarogyam,"Gated society with all facilities- Security, club, swimming pool, etc.
Apartment in new condition with all original fittings. Never lived in the apartment. Facing inside park & very well lighted.",850 sqft,Carpet Area,₹30 Lac,"₹3,529 /sqft",1
Plot/Land,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","East facing plot on a 40 feet width road. Opposite to bml munjal green meadows school, the plot has an additional green belt area on the rear/back side of plot. The plot is located at a premium location and is 60 feet from the main approach road. The very opposite side to the front of plot is allocated for commercial purposes.","1,485 sqft",Plot Area,₹39.6 Lac,"₹2,667 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar","I am looking for buyer to purchase land available for sale in patanjali, roorkee. Available at price of rs 3500000. It has plot area of 156 sq yards. It is a freehold property","1,404 sqft",Plot Area,₹35 Lac,"₹2,493 /sqft",0
1 BHK,"Shantikunj, Haridwar","Shantikunj, Haridwar",Best in class property available at shantikunj location in haridwar,618 sqft,Built-up Area,₹26 Lac,"₹4,369 /sqft",2
2 BHK,"Har Ki Pauri, Haridwar",Raghunath Residency,"2 bath, semi-Furnished, 1st floor (Of 7), raghunath residency flat no. C-107","1,100 sqft",Carpet Area,₹35 Lac,"₹3,182 /sqft",2
1 BHK,"Roshanabad, Haridwar",hero greens,"Looking for buyer to purchase our studio apartment available for sale in roshanabad, haridwar. Available at price of rs 11.25 lacs. It has super area of 365 sq ft. It has , 1 balcony.It is a freehold property",365 sqft,Super Built-up Area,₹11.25 Lac,"₹3,082 /sqft",0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","This is commercial + residential plot on road facing, shops can be constructed towards the road facing.","3,900 sqft",Plot Area,₹78 Lac,"₹2,000 /sqft",0
Plot/Land,Gajiwali Haridwar,"Gajiwali, Haridwar","20 feet wide road, drainage system , 500 meters from river ganga","2,000 sqft",Plot Area,₹16 Lac,₹800 /sqft,0
Plot/Land,"Roshanabad, Haridwar",Siddharth Enclave,Good property with west facing near sidcul and district office roshnabad. Nice locality near by hero homes and stadium.,"1,125 sqft",Plot Area,₹22.5 Lac,"₹2,000 /sqft",0
2 BHK,"Kankhal, Haridwar","Kankhal, Haridwar",Best in class property available at kankhal location in haridwar,800 sqft,Built-up Area,₹30 Lac,"₹3,750 /sqft",2
1 BHK,"Sidcul , Haridwar",deep ganga apartment,"We are the proud owners of this 1 bhk apartment available in deep ganga apartment, sidcul , haridwar. This it is a and the unit is located on 4th floor and has a super built-Up area of 800 sq.Ft. . It has 1 bathroom(s) and 2 balcony(s). The ownership is leasehold type.",800 sqft,Super Built-up Area,₹23 Lac,"₹2,875 /sqft",1
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","Suman nagar is an ideal location for buying residential plots in haridwar. This plot in suman nagar is a great buy for you. It spans over spectacular 900 sq.Ft. Super built up area. Immediately, possession of property can be transferred. The property belongs to owner through freehold ownership. This residential plot is all yours for 7 lac. Open for negotiation. It's a north-Facing plot.",900 sqft,Plot Area,₹7 Lac,₹777 /sqft,0
2 BHK,"Kankhal, Haridwar",vishnu garden,Vishnu garden colony is situated near ganga river and is closely attached to the expressway. The location of house is very safe and peaceful and is very well connected to city. An ideal home for small family.,600 sqft,Plot Area,₹35 Lac,"₹5,833 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,"Well located corner plot with ample space, running primary school and gated community and near the builder office. Maintenance paid till june 2025 and registry done, mutation in process. Looking forward for genuine buyers only. Brokers please excuse.",997 sqft,Plot Area,₹26 Lac,"₹2,606 /sqft",0
Plot/Land,"Arya Nagar, Haridwar","Arya Nagar, Haridwar","I am looking for buyer to purchase land available for sale in nandpuri colony, jaipur. Available at price of rs 2 crores. It has plot area of 1575 sq ft. It is a freehold property","1,575 sqft",Plot Area,₹2 Cr,"₹12,698 /sqft",0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar",Plot. In. Approved. Colony. With. Plinth. Boundry. Wall. Roads. And. Electricity,522 sqft,Plot Area,₹4 Lac,₹766 /sqft,0
3 BHK,"Kankhal, Haridwar",Vivekanand Enclave,Well maintained and good atmosphere,805 sqft,Plot Area,₹39 Lac,"₹4,844 /sqft",3
2 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar",Independent/builder floor is available for sell.Located on 1st floor out of 3.Situated in shivalik nagar.It has good design of 2 bedrooms. Non-Stop water supply in 2 bathrooms .Area of the construction is 903.00 sq.Ft.(Builtup area)  it has been priced at rs 3000000.Construction ages only 10  years old property,903 sqft,Built-up Area,₹30 Lac,"₹3,323 /sqft",2
Plot/Land,"Sidcul , Haridwar",Shivam Green Valley,"Shivam green valley in sidcul , haridwar by shivam developers haridwar is a residential project. The project offers land and villa with perfect combination of contemporary architecture and features to provide comfortable living. The land and villa are of the following configurations: 1bhk, 2bhk and 3bhk. The area of the villa is from 41.81 sq. Mt to 139.35 sq. Mt The size of the land is from 41...","450-2,450 sqft",Plot Area,₹4.5  - 24.5 Lac,"₹1,000 /sqft",0
2 BHK,"Patanjali Yogpeeth, Haridwar",RNG Homes,"Rng homes in patanjali yogpeeth, haridwar is a residential project. Rng homes price ranges from 8.78 cr to 36.00 lacs. It is a ready to move project. The construction is of 2 floors. An accommodation of 25 units has been provided. About city: The real estate market of haridwar is on a positive trajectory. This beautiful city appeals to homebuyers interest and hence witnesses demands. To meet th...",920-950 sqft,Built-up Area,Price on Request,,2
4 BHK,"Sidcul , Haridwar",deep ganga apartment,"This is your chance to a 4 bhk apartment / flat for sale in sidcul haridwar . Where luxury comes with affordability. Basic details: You will love this bright and spacious 4 bedroom apartment with 4 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that in...","2,400 sqft",Carpet Area,₹85 Lac,"₹3,958 /sqft",4
Plot/Land,Gajiwali Haridwar,"Gajiwali, Haridwar","Residential land / plot for sale in gajiwali haridwar . A lucrative opportunity is here for those who are planning to buy a land in the prominent areas of , gajiwali haridwar, uttarakhand The plot is spread across an area of 1075.27 sq.Ft. Available for residential construction. It is part of a gated community and is enclosed with a boundary wall on all sides. Facilities like water and electric...","1,100 sqft",Plot Area,₹13.75 Lac,"₹1,250 /sqft",0
5 BHK,"Jagjeetpur, Haridwar",yps colony phase 3,This property is located near ring road national highway which is under construction and near medical college under construction,700 sqft,Plot Area,₹50 Lac,"₹7,857 /sqft",3
Plot/Land,"Kangari, Haridwar","NH 34, Kangri Village","Multi use property commercial cum residential . Its situated in travel zone shown in authorities master plan. Coming potential for tours, travel and leisure activities","2,500 sqft",Plot Area,₹87.5 Lac,"₹3,500 /sqft",0
4 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","The property is situated 500 mtr away from nh and well be connected with 247 approach by road and under nagar nigam haridwar. It's sorrunding having market , schools,gym ,near railway station 2.5km and har ki pauri is situated at 5 km and ganga river is just 500 mtr .",800 sqft,Plot Area,₹43.5 Lac,"₹5,437 /sqft",2
2 BHK,"Haripur Kalan, Haridwar","Haripur Kalan, Haridwar",Independent floor well constructed with roof ( Registry with mutation),"1,330 sqft",Plot Area,₹55 Lac,"₹4,135 /sqft",2
Plot/Land,"Sidcul NH 73, Haridwar",Antriksh NRI City,"Antriksh nri city Sidcul, haridwar Located in the upcoming region of new haridwar opposite to the mall cum hotel the pentagon. The region offers better infrastructure. Scarcity of land for residential development - Monopoly of being the only residential project in the region. Surrounded by a grade industrial cum commercial having some of the renowned companies like havells india, hero group, hu...","1,950 sqft",Plot Area,₹1.17 Cr,"₹6,000 /sqft",0
Plot/Land,"Shivalik Nagar, Haridwar","Haridwar Avas Vikas Yojna, Inderlok Calony","On 24 metre wide main road Best suited for residential and commercial use North facing plot on prime location Just walking distance to sidcul & shivalik nagar Allotment from hda ""haridwar development authority"" Rera approved area As per location Inderlok haridwar is situated on the main entry point of the sidcul industrial area of haridwar. Its a 3-Side open corner property with eye-Catching vi...","2,700 sqft",Plot Area,₹1.62 Cr,"₹6,000 /sqft",0
1 BHK,"Kankhal, Haridwar","shri ganga appartments, purushotam vihar","1 bhk flats available for sale in gated community. 
Shri ganga apartment - Purushotam vihar, kankhal haridwar.
540 sqft. Vitrifies tiles, lift in lobby, car parking, copper wiring, earth quake resistent, 
2 temples at 2 minutes and 5 minute walk. 10 mins walk from ganga river. 
Great investment for appreciation, available at circle rate . 
Inr 22 lakhs only",538 sqft,Built-up Area,₹22 Lac,"₹4,089 /sqft",1
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,East facing plot in one of the largest residential and hrda approved societies of haridwar. Construction happening in full swing in nearby areas.. Very near the delhi haridwar highway..And all facilities in the society fully functional with 1000 families already staying in the society.,874 sqft,Plot Area,₹26.5 Lac,"₹3,000 /sqft",0
2 BHK,"Near BHEL, Haridwar",Shivlok colony,Very near to ranipur mod which is largest market area of haridwar. Open spaces and rajajinp on one side gives fresh and clean air always as other property or roads shall never comeup.,715 sqft,Carpet Area,₹37 Lac,"₹4,352 /sqft",1
Plot/Land,"Laksar, Haridwar",SUKHPAL ENCLEVE,Plot loan up to 80% is also available to you through pnb bank,900 sqft,Plot Area,₹9.9 Lac,"₹1,100 /sqft",0
Plot/Land,"Bahadarabad, Haridwar","Bahadarabad, Haridwar",Premium plots is on the highway 334,900 sqft,Plot Area,₹29.7 Lac,"₹3,300 /sqft",0
Plot/Land,"Roshanabad, Haridwar",Hero Haridwar Greens,"Hero haridwar green gated approve society bhai hrd and rera registered, corner property.
Approx 1100 families are living here, loans are also available by leading banks,
This society is big as 53 acres and open green areas.","1,188 sqft",Plot Area,₹55.44 Lac,"₹4,666 /sqft",0
Plot/Land,"Khanna Nagar, Haridwar",Khanna nagar jwalapur Haridwar,"Plot is located at prime location of haridwar, middle of haridwar main city. Very near to ganga ghat approx 150 meter.
Close to market- 10 meter
Close to railway/ bus station --2 km
Close to har kee pouri--4 km
Close to ganga ghat--150 meter","1,200 sqft",Plot Area,₹72 Lac,"₹6,000 /sqft",0
Plot/Land,"Bahadarabad, Haridwar",Hari Enclave,"Shri hari enclave hrda approved gated society plots available on 40 ft road east facing plot, sewerage, water, streetlight , green park, mandir stp, cricket pitch, in society.
Looking for a best investment on main nh334, 7km from har ki pauri, nearby school, market, mall.",950 sqft,Plot Area,₹36.1 Lac,"₹3,800 /sqft",0
2 BHK,"Roshanabad, Haridwar","Roshanabad, Haridwar",A beautiful house in navodaya nagar roshnabad haridwar.,900 sqft,Plot Area,₹32 Lac,"₹3,555 /sqft",2
2 BHK,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,"This 2 bhk house for sale in patanjali yogpeeth is an ideal abode for a family. Even better, it is situated in one of the prominent localities of haridwar. Containing 2 bedrooms, 2 bathrooms and 1 balcony, this independent house is spread over a super built up area of 1085 sq.Ft. The owner of the house also gets 1 covered parking slot(s) to park their car safely. This residential property is st...","1,085 sqft",Plot Area,₹58 Lac,"₹5,345 /sqft",2
3 BHK,"Kankhal, Haridwar",Gayatrilok,"Great location, gated complex, both balconies face south to south west for expansive sunlight access. Both balconies have full grilles for security. Located off roorkee-Haridwar rd, very close to the canal with numerous ghats and access peaceful walk on canal road. Close to ganga ghat as well.","1,782 sqft",Super Built-up Area,₹55 Lac,"₹5,059 /sqft",3
3 BHK,"lal mandir, Haridwar","lal mandir, Jawalapur","3 bed rooms ,2 toilet,open drawing room,one kitchen,20ft road on front on easy car parking","1,350 sqft",Plot Area,₹75 Lac,"₹5,555 /sqft",2
2 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,It has 2 toliets & 2 bathrooms.,"1,081 sqft",Super Built-up Area,₹31 Lac,"₹2,775 /sqft",2
Plot/Land,"gurukul kangri, Haridwar","gurukul kangri, Haridwar","200m from gurukul kangri university 
1km away from highway","24,000 sqft",Plot Area,₹3.6 Cr,"₹1,500 /sqft",0
1 BHK,"Haripur Kalan, Haridwar","Haripur Kalan, Haridwar",Property is well maintained ...,300 sqft,Plot Area,₹14 Lac,"₹4,666 /sqft",1
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar","I have a land available for sale in patanjali yogpeeth, haridwar. Available at price of rs 41.3 lacs. It has plot area of 100 sq yards. It is a freehold property",900 sqft,Plot Area,₹41.3 Lac,"₹4,589 /sqft",0
Plot/Land,"Santarshah, Haridwar",Hero Downtown Commercial Plots,"Near by patanjali yogi peeth
Walking distance by har ki podi",900 sqft,Plot Area,₹4 Lac,₹444 /sqft,0
4 BHK,"Gyan lok colony, Haridwar","Gyan lok colony, Haridwar",Good connection from haridwar railway station & located at kankhal.,"1,340 sqft",Plot Area,₹85 Lac,"₹6,343 /sqft",1
1 BHK,"Sidcul NH 73, Haridwar",Hero Gharaunda,"1 bhk builder floor in sidcul nh 73, haridwar available for sale. Equipped with 1 bedroom, 1 bathroom and 1 balcony. It's an unfurnished property. Carpet area of the property is 500 sq.Ft. It is located on 2nd floor of 3 storey building. This 1-5 years old builder floor is ready to move in. It is a power of attorney property. The price of this property is 15 lac. Minor negotiations can be consi...",500 sqft,Carpet Area,₹15 Lac,"₹3,000 /sqft",1
3 BHK,"Jamalpur Kalan, Haridwar",sitapur haridwar,Good house and very maintained,400 sqft,Plot Area,₹22 Lac,"₹5,500 /sqft",2
Plot/Land,"Aneki Hetmapur, Haridwar","Aneki Hetmapur, Haridwar, Uttarakhand 249402","Our property is situated on a sprawling plot of land that boasts stunning natural beauty and tranquility. The expansive grounds feature lush gardens, meandering pathways, and serene that create a peaceful and relaxing environment for guests to enjoy. Additionally, our property offers a range of unique amenities such as outdoor seating. And it is also sutable for making shops.","2,800 sqft",Plot Area,₹70 Lac,"₹2,500 /sqft",0
6 BHK,"Kankhal, Haridwar",lucky vihar jamalpur,"I have a house/villa available for sale in kankhal, haridwar. Available at price of rs 95 lacs. It has plot area of 1000 sq ft. It has 6 bhk, 4 bathroom, 2 balcony.It is a freehold property","1,000 sqft",Plot Area,₹95 Lac,"₹9,500 /sqft",4
2 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,"Hey, i am selling my 2bhk ready to move in apartment in jurs. All modern amenities are operational like club house, gymnasium, swimming pool, commercial plaza and school etc at best price.
For more details call me .","1,006 sqft",Super Built-up Area,₹32.99 Lac,"₹3,279 /sqft",2
2 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,"Hey, i want to sale my 2bhk apartment located in jurs country jwalapur haridwar. This society is very beautiful with all modern amenities like club house, gymnasium, parks , swimming pool, school ets",880 sqft,Super Built-up Area,₹29 Lac,"₹3,068 /sqft",2
2 BHK,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","Newly construction house for sale. Location : Bhagirath vihar colony, near radha swami satsang bhawan, panjnheri. Laksar road haridwar. Property description: Plot size : 760 sqft east facing house Built-Up area : 1080 sqft 1st bedroom : 13*9.5 ft 2nd bedroom: 13*9.5 ft Drawing hall : 12*12 ft Entrance. : 8*13 ft Kitchen. : 7*6 ft open kitchen Bathroom. : 7*4.5 ft common Fully ventilated house F...",760 sqft,Built-up Area,₹30 Lac,"₹3,947 /sqft",1
5 BHK,"Jamalpur Kalan, Haridwar",new mohan enclave colony,"I am looking for buyer to purchase house/villa available for sale in jamalpur, haridwar. Available at price of rs 40 lacs. It has plot area of 600 sq ft. It has 5 bhk, 2 bathroom, 1 balcony.It is a freehold property",600 sqft,Plot Area,₹40 Lac,"₹6,666 /sqft",2
Plot/Land,"Santarshah, Haridwar","Rudra ganga enclave, patanjali Yogpeeth haridwar","Call only genuine buyers, its s very good location near patanjali yogpeeth and the road is 30 feet and 20 feet 2 side plot as well","1,350 sqft",Plot Area,₹30 Lac,"₹2,222 /sqft",0
2 BHK,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","Are you planning to buy your dream home? You can consider this well-Built 2 bhk house for sale in suman nagar, haridwar and make it your new address. This house occupies a super built up area of 500 sq.Ft. And contains 2 bedrooms, 1 bathroom and 1 balcony. Being a ready to move house, you can expect immediate possession of this 1-5 years old property. The nature of ownership of this independent...",500 sqft,Plot Area,₹12 Lac,"₹2,400 /sqft",1
2 BHK,"bheemgoda, Haridwar",bankhandi ashram bheemgoda haridwar,"It located in the mid of market area 
10 min walking distance from harki pauri
5 minute drive for hospital
200mtr to get connected to highway",750 sqft,Carpet Area,₹12.5 Lac,"₹1,666 /sqft",1
Plot/Land,"Sidcul NH 73, Haridwar",Antriksh NRI City,"Approved, gated township with best location.","1,080 sqft",Plot Area,₹54.54 Lac,"₹5,050 /sqft",0
7 BHK,"Sidcul , Haridwar","Sidcul , Haridwar","Check out this 7 bhk house for sale in sidcul, a popular residential locality that contains many of the in-Demand properties in haridwar. This house occupies a super built up area of 981 sq.Ft. And contains 7 bedrooms, 7 bathrooms and 3 balconies. As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under freehold contract. By payi...",981 sqft,Plot Area,₹42 Lac,"₹4,281 /sqft",7
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar","We are proud owners of land available for sale in near, haridwar. Available at price of rs 9 lacs. It has plot area of 1000 sq ft. It is a freehold property","1,000 sqft",Plot Area,₹8 Lac,₹800 /sqft,0
4 BHK,"Cluster B, Phase 1, Haridwar",Shivalik Nagar,"Prime location, 4 bhk ground floor independent family home with built in 1room set on first floor. East facing and vastu complaint. Plenty of outdoor area for car parking and gardening. Opposite to well maintained society park.","2,152 sqft",Plot Area,₹2 Cr,"₹9,290 /sqft",3
